/rn,a,b/nx0/ls1
/r,qa,qb
226 -25.2 19.8 0 OUTPUT_AMPLITUDE_3D
9 -12 4
2.08313E-006 2.08198E-006 2.07876E-006 2.07309E-006 2.06505E-006 2.05478E-006 2.04244E-006 2.02839E-006 2.01433E-006 
2.44299E-006 2.44178E-006 2.43800E-006 2.43135E-006 2.42192E-006 2.40988E-006 2.39540E-006 2.37892E-006 2.36244E-006 
2.86517E-006 2.86372E-006 2.85911E-006 2.85123E-006 2.84005E-006 2.82582E-006 2.80876E-006 2.78946E-006 2.77032E-006 
3.36050E-006 3.35864E-006 3.35301E-006 3.34353E-006 3.33023E-006 3.31329E-006 3.29314E-006 3.27049E-006 3.24804E-006 
3.94170E-006 3.93934E-006 3.93241E-006 3.92096E-006 3.90502E-006 3.88482E-006 3.86089E-006 3.83425E-006 3.80698E-006 
4.62370E-006 4.62078E-006 4.61225E-006 4.59836E-006 4.57919E-006 4.55504E-006 4.52657E-006 4.49490E-006 4.46017E-006 
5.42404E-006 5.42048E-006 5.41004E-006 5.39317E-006 5.37007E-006 5.34114E-006 5.30716E-006 5.26896E-006 5.22280E-006 
6.36332E-006 6.35902E-006 6.34634E-006 6.32585E-006 6.29798E-006 6.26326E-006 6.22252E-006 6.17572E-006 6.11310E-006 
7.46573E-006 7.46055E-006 7.44524E-006 7.42041E-006 7.38676E-006 7.34503E-006 7.29590E-006 7.23780E-006 7.15382E-006 
8.75972E-006 8.75349E-006 8.73504E-006 8.70504E-006 8.66442E-006 8.61418E-006 8.55454E-006 8.48200E-006 8.37405E-006 
1.02787E-005 1.02712E-005 1.02490E-005 1.02128E-005 1.01638E-005 1.01032E-005 1.00305E-005 9.94039E-006 9.81132E-006 
1.20619E-005 1.20529E-005 1.20261E-005 1.19826E-005 1.19235E-005 1.18503E-005 1.17614E-005 1.16517E-005 1.15132E-005 
1.41554E-005 1.41446E-005 1.41124E-005 1.40600E-005 1.39889E-005 1.39002E-005 1.37921E-005 1.36628E-005 1.35374E-005 
1.66136E-005 1.66005E-005 1.65618E-005 1.64987E-005 1.64130E-005 1.63056E-005 1.61755E-005 1.60301E-005 1.59493E-005 
1.95000E-005 1.94843E-005 1.94376E-005 1.93617E-005 1.92584E-005 1.91285E-005 1.89746E-005 1.88198E-005 1.88155E-005 
2.28897E-005 2.28707E-005 2.28145E-005 2.27231E-005 2.25986E-005 2.24420E-005 2.22639E-005 2.21082E-005 2.21952E-005 
2.68708E-005 2.68479E-005 2.67801E-005 2.66698E-005 2.65197E-005 2.63323E-005 2.61308E-005 2.59790E-005 2.61292E-005 
3.15468E-005 3.15191E-005 3.14373E-005 3.13044E-005 3.11233E-005 3.09009E-005 3.06763E-005 3.05206E-005 3.06326E-005 
3.70396E-005 3.70062E-005 3.69074E-005 3.67470E-005 3.65290E-005 3.62674E-005 3.60153E-005 3.58235E-005 3.56963E-005 
4.34924E-005 4.34520E-005 4.33328E-005 4.31391E-005 4.28772E-005 4.25713E-005 4.22763E-005 4.19796E-005 4.13068E-005 
5.10739E-005 5.10251E-005 5.08809E-005 5.06472E-005 5.03333E-005 4.99752E-005 4.96019E-005 4.90894E-005 4.74966E-005 
5.99823E-005 5.99233E-005 5.97490E-005 5.94669E-005 5.90914E-005 5.86665E-005 5.81524E-005 5.72794E-005 5.44366E-005 
7.04510E-005 7.03796E-005 7.01689E-005 6.98284E-005 6.93792E-005 6.88607E-005 6.81144E-005 6.67364E-005 6.25708E-005 
8.27546E-005 8.26682E-005 8.24133E-005 8.20025E-005 8.14632E-005 8.08062E-005 7.97194E-005 7.77563E-005 7.27535E-005 
9.72164E-005 9.71117E-005 9.68032E-005 9.63075E-005 9.56550E-005 9.47927E-005 9.32740E-005 9.08027E-005 8.62829E-005 
1.14217E-004 1.14090E-004 1.13716E-004 1.13118E-004 1.12319E-004 1.11166E-004 1.09199E-004 1.06550E-004 1.04706E-004 
1.34204E-004 1.34050E-004 1.33598E-004 1.32872E-004 1.31881E-004 1.30350E-004 1.28072E-004 1.25880E-004 1.29388E-004 
1.57705E-004 1.57519E-004 1.56970E-004 1.56089E-004 1.54844E-004 1.52881E-004 1.50650E-004 1.49795E-004 1.61028E-004 
1.85342E-004 1.85116E-004 1.84451E-004 1.83375E-004 1.81807E-004 1.79445E-004 1.77849E-004 1.79242E-004 1.99257E-004 
2.17847E-004 2.17572E-004 2.16764E-004 2.15446E-004 2.13489E-004 2.10910E-004 2.10655E-004 2.14879E-004 2.42326E-004 
2.56082E-004 2.55748E-004 2.54765E-004 2.53146E-004 2.50762E-004 2.48334E-004 2.49973E-004 2.56830E-004 2.86828E-004 
3.01064E-004 3.00657E-004 2.99459E-004 2.97474E-004 2.94684E-004 2.92926E-004 2.96422E-004 3.04482E-004 3.27500E-004 
3.53990E-004 3.53495E-004 3.52033E-004 3.49615E-004 3.46526E-004 3.45949E-004 3.50157E-004 3.56367E-004 3.57352E-004 
4.16274E-004 4.15670E-004 4.13886E-004 4.10979E-004 4.07783E-004 4.08555E-004 4.10788E-004 4.10230E-004 3.68762E-004 
4.89580E-004 4.88844E-004 4.86668E-004 4.83234E-004 4.80146E-004 4.81612E-004 4.77496E-004 4.63459E-004 3.57445E-004 
5.75873E-004 5.74975E-004 5.72329E-004 5.68352E-004 5.65440E-004 5.65576E-004 5.49472E-004 5.14324E-004 3.35448E-004 
6.77472E-004 6.76375E-004 6.73172E-004 6.68630E-004 6.65529E-004 6.60551E-004 6.26839E-004 5.64725E-004 3.60814E-004 
7.97111E-004 7.95771E-004 7.91916E-004 7.86708E-004 7.82242E-004 7.66671E-004 7.12175E-004 6.25154E-004 5.19484E-004 
9.38018E-004 9.36383E-004 9.31764E-004 9.25577E-004 9.17401E-004 8.84966E-004 8.12555E-004 7.20106E-004 8.24055E-004 
